Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0VjIjW4GlUZAMYd2vXMi3b,"1Xyo4u8uXC1ZmMpatF05PJ","Blinding Lights","After Hours","The Weeknd",2020-03-20,200040,93,spotify:user:,2020-12-01T05:02:00Z,"canadian contemporary r&b,canadian pop,pop",0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0000954,0.0897,0.334,171.005,4
1rgnBhdG2JDFTbYkYRZAku,"2NjfBq1NflQcKSeiDooVjY","Dance Monkey","Dance Monkey","Tones And I",2019-05-10,209754,67,spotify:user:,2020-12-01T05:02:00Z,"australian pop,pop",0.826,0.593,6,-6.401,0,0.0976,0.688,0.000161,0.17,0.541,98.083,4
0nbXyq5TXYPCO7pr3N8S4I,"757aE44tKEUQEqRuT6GnEB","The Box","Please Excuse Me for Being Antisocial","Roddy Ricch",2019-12-06,196652,85,spotify:user:,2020-12-01T05:02:00Z,"melodic rap,rap,trap",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
2Wo6QQD1KMDWeFkkjLqwx5,"0H39MdGGX6dbnnQPt6NQkZ,5rGrDvrLOV2VV8SCFVGWlj","Roses - Imanbek Remix","Roses (Imanbek Remix)","SAINt JHN,Imanbek",2019-09-13,176218,63,spotify:user:,2020-12-01T05:02:00Z,"melodic rap,pop rap,rap,slap house,dance pop,edm,electro house,pop dance,tropical house",0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,4
3PfIrDoz19wz7qK7tYeu62,"6M2wZ9GZgrQXHCFfjv46we","Don't Start Now","Future Nostalgia","Dua Lipa",2020-03-27,183290,84,spotify:user:,2020-12-01T05:02:00Z,"dance pop,pop,uk pop",0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4
7ytR5pFWmSjzHJIeQkgog4,"4r63FhuTkUYltbVAg5TQnk,757aE44tKEUQEqRuT6GnEB","ROCKSTAR (feat. Roddy Ricch)","BLAME IT ON BABY","DaBaby,Roddy Ricch",2020-04-17,181733,85,spotify:user:,2020-12-01T05:02:00Z,"north carolina hip hop,rap,trap,melodic rap",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,4
6UelLqGlWMcVH1E5c4H7lY,"6KImCVD70vtIoJWnq6nGn3","Watermelon Sugar","Fine Line","Harry Styles",2019-12-13,174000,90,spotify:user:,2020-12-01T05:02:00Z,"pop",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4
7eJMfftS33KTjuF7lTsMCx,"6bmlMHgSheBauioMgKv2tn,35l9BRT7MXmM8bv2WDQiyB","death bed (coffee for your head)","death bed (coffee for your head)","Powfu,beabadoobee",2020-02-08,173333,86,spotify:user:,2020-12-01T05:02:00Z,"sad rap,bedroom pop,bubblegrunge,indie pop",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
2rRJrJEo19S2J82BDsQ3F7,"7uaIm6Pw7xplS8Dy06V6pT","Falling","Nicotine","Trevor Daniel",2020-03-26,159381,17,spotify:user:,2020-12-01T05:02:00Z,"alternative r&b,melodic rap,pop,pop rap",0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,4
7qEHsqek33rTcFNT9PFqLf,"4GNC7GD6oZMSxPGyXy4MNB","Someone You Loved","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,182160,88,spotify:user:,2020-12-01T05:02:00Z,"pop,uk pop",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
7k4t7uLgtOxPwTpFmtJNTY,"790FomKkXshlbRYZFtlgla,0hCNtLu0JehylgoiP8L4Gh","Tusa","Tusa","KAROL G,Nicki Minaj",2019-11-07,200960,81,spotify:user:,2020-12-01T05:02:00Z,"latin,reggaeton,reggaeton colombiano,trap latino,dance pop,hip pop,pop,pop rap,queens hip hop",0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4
696DnlkuDOXcMAnKlTgXXK,"0vRvGUQVUjytro0xpb26bs","ROXANNE","ROXANNE","Arizona Zervas",2019-10-10,163636,82,spotify:user:,2020-12-01T05:02:00Z,"pop rap,rhode island rap,social media pop",0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,5
21jGcNKet2qwijlDFuPiPb,"246dkjvS1zLTtiykXe5h60","Circles","Hollywood's Bleeding","Post Malone",2019-09-06,215280,88,spotify:user:,2020-12-01T05:02:00Z,"dfw rap,melodic rap,rap",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4
22LAwLoDA5b4AaGSkg6bKW,"5zctI4wO9XSKS8XwcnqEHk","Blueberry Faygo","Certified Hitmaker","Lil Mosey",2020-02-06,162546,80,spotify:user:,2020-12-01T05:02:00Z,"melodic rap,rap,rap conscient,trap,vapor trap",0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,4
4umIPjkehX1r7uhmGvXiSV,"1uNFoZAHBGtllmzznpCI3s,0VRj0yCOv2FXJNP47XQnx5","Intentions (feat. Quavo)","Changes","Justin Bieber,Quavo",2020-02-14,212866,78,spotify:user:,2020-12-01T05:02:00Z,"canadian pop,pop,atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap",0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,4
466cKvZn1j45IpxDdYZqdA,"3TVXtAsR1Inumwj472S9r4","Toosie Slide","Dark Lane Demo Tapes","Drake",2020-05-01,247058,72,spotify:user:,2020-12-01T05:02:00Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.83,0.49,1,-8.82,0,0.209,0.289,0.00000304,0.113,0.845,81.604,4
2gMXnyrvIjhVBUZwvLZDMP,"4GNC7GD6oZMSxPGyXy4MNB","Before You Go","Divinely Uninspired To A Hellish Extent (Extended Edition)","Lewis Capaldi",2019-11-22,215106,86,spotify:user:,2020-12-01T05:02:00Z,"pop,uk pop",0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,4
3Dv1eDb0MEgF93GpLXlucZ,"5cj0lLjcoR7YOSnhnX0Po5","Say So","Hot Pink","Doja Cat",2019-11-07,237893,84,spotify:user:,2020-12-01T05:02:00Z,"dance pop,pop",0.787,0.673,11,-4.583,0,0.159,0.264,0.00000335,0.0904,0.779,110.962,4
2b8fOow8UzyDFAE27YhOZM,"04gDigrS5kc9YWfZHwBETP","Memories","Memories","Maroon 5",2019-09-20,189486,36,spotify:user:,2020-12-01T05:02:00Z,"pop,pop rock",0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,4
1K5KBOgreBi5fkEHvg5ap3,"1RyvyyTE3xzB2ZywiAwp0i,3TVXtAsR1Inumwj472S9r4","Life Is Good (feat. Drake)","High Off Life","Future,Drake",2020-05-15,237918,76,spotify:user:,2020-12-01T05:02:00Z,"atl hip hop,pop rap,rap,southern hip hop,trap,canadian hip hop,canadian pop,hip hop,toronto rap",0.795,0.574,2,-6.903,0,0.487,0.067,0,0.15,0.537,142.053,4
1xQ6trAsedVPCdbtDAmk0c,"56mfhUDKa1vec6rSLZV5Eg,07YZf4WDAMNwqr4jfgOZ8y","Savage Love (Laxed - Siren Beat)","Savage Love (Laxed - Siren Beat)","Jawsh 685,Jason Derulo",2020-06-11,171374,81,spotify:user:,2020-12-01T05:02:00Z,"nz pop,dance pop,pop,pop rap,post-teen pop",0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,4
3jjujdWJ72nww5eGnfs2E7,"6KImCVD70vtIoJWnq6nGn3","Adore You","Fine Line","Harry Styles",2019-12-13,207133,86,spotify:user:,2020-12-01T05:02:00Z,"pop",0.676,0.771,8,-3.675,1,0.0483,0.0237,0.000007,0.102,0.569,99.048,4
3H7ihDc1dqLriiWXwsc2po,"0u6GtibW46tFX7koQ6uNJZ,5Wg2b4Mp42gicxEeDNawf7","Breaking Me","Breaking Me","Topic,A7S",2019-12-19,166793,83,spotify:user:,2020-12-01T05:02:00Z,"dance pop,edm,electro house,german dance,pop dance,pop edm,tropical house,scandipop",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,4
3tjFYV6RSFtuktYl3ZtYcq,"6fWVd57NKTalqvmjRd2t8Z,6ASri4ePR7RlsvIQgWPJpS","Mood (feat. iann dior)","Mood (feat. iann dior)","24kGoldn,iann dior",2020-07-24,140525,19,spotify:user:,2020-12-01T05:02:00Z,"cali rap,pop rap,melodic rap",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,4
3ZCTVFBt2Brf31RLEnCkWJ,"6qqNVTkY8uBg9cP3Jd7DAH","everything i wanted","everything i wanted","Billie Eilish",2019-11-13,245425,84,spotify:user:,2020-12-01T05:02:00Z,"art pop,electropop,pop",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
6v3KW9xbzN5yKLt9YKDYA2,"7n2wHs1TKAczGzO7Dd2rGr,4nDoRrQiYLoBzwC5BhVJzF","Señorita","Shawn Mendes (Deluxe)","Shawn Mendes,Camila Cabello",2019-06-19,190799,81,spotify:user:,2020-12-01T05:02:00Z,"canadian pop,dance pop,pop,viral pop,post-teen pop",0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,4
2Fxmhks0bxGSBdJ92vM42m,"6qqNVTkY8uBg9cP3Jd7DAH","bad guy","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,194087,86,spotify:user:,2020-12-01T05:02:00Z,"art pop,electropop,pop",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
4Oun2ylbjFKMPTiaSbbCih,"4kYSro6naA4h99UJvo89HB,181bsRPaVXVlUKXrxwZfHK","WAP (feat. Megan Thee Stallion)","WAP (feat. Megan Thee Stallion)","Cardi B,Megan Thee Stallion",2020-08-07,187541,84,spotify:user:,2020-12-01T05:02:00Z,"dance pop,pop,pop rap,rap,houston rap,trap queen",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,4
1Cv1YLb4q0RzL6pybtaMLo,"4ETSs924pXMzjIeD6E9b4u","Sunday Best","Where the Light Is","Surfaces",2019-01-06,158571,80,spotify:user:,2020-12-01T05:02:00Z,"bedroom soul,pop",0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,4
7FIWs0pqAYbP91WWM0vlTQ,"7dGJo4pcD2V6oG8kP0tJRR,4MCBfE4596Uoi2O4DtmEMz","Godzilla (feat. Juice WRLD)","Music To Be Murdered By","Eminem,Juice WRLD",2020-01-17,210800,86,spotify:user:,2020-12-01T05:02:00Z,"detroit hip hop,hip hop,rap,chicago rap,melodic rap",0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
16wAOAZ2OkqoIDN7TpChjR,"1uNFoZAHBGtllmzznpCI3s","Yummy","Changes","Justin Bieber",2020-02-14,208520,73,spotify:user:,2020-12-01T05:02:00Z,"canadian pop,pop",0.676,0.506,9,-6.652,0,0.0958,0.345,0,0.118,0.497,145.842,4
017PF4Q3l4DBUiWoXk4OWT,"6M2wZ9GZgrQXHCFfjv46we","Break My Heart","Future Nostalgia","Dua Lipa",2020-03-27,221820,81,spotify:user:,2020-12-01T05:02:00Z,"dance pop,pop,uk pop",0.73,0.729,4,-3.434,0,0.0884,0.167,0.00000139,0.349,0.467,113.011,4
0t1kP63rueHleOhQkYSXFY,"3Nrfpe0tUJi4K4DXYWgMUX","Dynamite","Dynamite (DayTime Version)","BTS",2020-08-28,199053,63,spotify:user:,2020-12-01T05:02:00Z,"k-pop,k-pop boy group",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4
