Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2BoS7pU92MQtynhQ0cZOLT,"46SHBwWsqBkxI7EeeBEQG7","Tunnel Vision","Tunnel Vision","Kodak Black",2017-02-17,268186,54,spotify:user:,2021-01-28T14:51:29Z,"florida rap,hip hop,melodic rap,miami hip hop,rap,trap",0.497,0.489,11,-7.724,0,0.294,0.0576,0.0000991,0.122,0.231,171.853,4
74vs7PD7iG2GnWUGnb8Yuq,"7gAppWoH7pcYmphCVTXkzs,4ehtJnVumNf6xzSCDk8aLB","Middle Of The Night","Night & Day (Night Edition)","The Vamps,Martin Jensen",2017-07-14,174600,63,spotify:user:,2021-01-28T14:51:29Z,"boy band,dance pop,pop,post-teen pop,danish electronic,deep house,edm,electro house,pop dance,pop edm,tropical house",0.588,0.749,11,-4.323,0,0.058,0.0037,0,0.0813,0.397,130.093,4
43ZyHQITOjhciSUUNPVRHc,"3wyVrVrFCkukjdVIdirGVY","Gucci Gang","Lil Pump","Lil Pump",2017-10-06,124055,68,spotify:user:,2021-01-28T14:51:29Z,"emo rap,miami hip hop,rap,trap",0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,4
5PB8zB1MOZASboLquvinMF,"0eecdvMrqBftK0M1VKhaF4,3e7awlrlDSwF3iM0WBjGMp","Reggaetón Lento (Remix)","Glory Days: The Platinum Edition","CNCO,Little Mix",2017-11-24,188786,0,spotify:user:,2021-01-28T14:51:29Z,"boy band,latin,latin pop,reggaeton,dance pop,girl group,pop,post-teen pop,talent show,uk pop",0.623,0.909,4,-3.079,0,0.0758,0.158,0,0.0972,0.651,93.984,4
3a1lNhkSLSkpJE4MSHpDu9,"246dkjvS1zLTtiykXe5h60,0VRj0yCOv2FXJNP47XQnx5","Congratulations","Stoney (Deluxe)","Post Malone,Quavo",2016-12-09,220293,83,spotify:user:,2021-01-28T14:51:29Z,"dfw rap,melodic rap,rap,atl hip hop,hip hop,pop rap,southern hip hop,trap",0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,4
2OALaHcDdKkjYEpAr0Qzab,"1vCWHaC5f2uS3yhpwWbIA6,5CCwRZC6euC8Odo6y9X8jr","Lonely Together (feat. Rita Ora)","AVĪCI (01)","Avicii,Rita Ora",2017-08-09,181812,56,spotify:user:,2021-01-28T14:51:29Z,"dance pop,edm,pop,pop dance,electropop,pop rap,post-teen pop,tropical house,uk pop",0.655,0.666,5,-5.309,1,0.0612,0.134,0.0000212,0.0683,0.272,102.977,4
3kGfazcbVvVkuZunzlLgTD,"1IueXOQyABrMOprrzwQJWN,66TrUkUZ3RM29dqeDQRgyA","Came Here for Love","Came Here for Love","Sigala,Ella Eyre",2017-06-09,202999,66,spotify:user:,2021-01-28T14:51:29Z,"dance pop,edm,pop,pop dance,tropical house,post-teen pop,uk pop",0.708,0.868,6,-3.287,1,0.0431,0.0313,0,0.122,0.72,124.994,4
1OAh8uOEOvTDqkKFsKksCi,"0QHgL1lAIqAw0HtD7YldmP,5pKCCKE2ajJHZ9KAiaK11H,2EMAnMvWE2eb56ToJVfCWs","Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled,Rihanna,Bryson Tiller",2017-06-22,204173,75,spotify:user:,2021-01-28T14:51:29Z,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap,barbadian pop,urban contemporary,kentucky hip hop,r&b",0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,4
3hBBKuWJfxlIlnd9QFoC8k,"04gDigrS5kc9YWfZHwBETP,7tYKF4w9nC0nq9CsPZTHyP","What Lovers Do (feat. SZA)","Red Pill Blues (Deluxe)","Maroon 5,SZA",2017-11-03,199849,0,spotify:user:,2021-01-28T14:51:29Z,"pop,pop rock,r&b,rap",0.795,0.615,5,-5.211,0,0.0671,0.0786,0.00000298,0.0855,0.393,110.009,4
72jbDTw1piOOj770jWNeaG,"69GGBxA162lTqCwzJG5jLp","Paris","Memories...Do Not Open","The Chainsmokers",2017-04-07,221506,74,spotify:user:,2021-01-28T14:51:29Z,"dance pop,edm,electropop,pop,pop dance,tropical house",0.653,0.658,2,-6.428,1,0.0304,0.0215,0.00000166,0.0939,0.219,99.99,4
