Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1eq1wUnLVLg4pdEfx9kajC,"4dpARuHxo51G3z768sgnrY","Rolling in the Deep","21","Adele",2011-01-19,228093,4,spotify:user:,2020-06-16T11:24:49Z,"british soul,pop,pop soul,uk pop",0.73,0.77,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4
7pYfyrMNPn3wtoCyqcTVoI,"04gDigrS5kc9YWfZHwBETP,1l7ZsJRRS8wlW3WfJfPfNS","Moves Like Jagger - Studio Recording From The Voice Performance","Hands All Over (Revised International Standard version)","Maroon 5,Christina Aguilera",2010,201493,79,spotify:user:,2020-06-16T11:24:49Z,"pop,pop rock,dance pop,post-teen pop",0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,4
7mitXLIMCflkhZiD34uEQI,"3sgFRtyBnxXD5ESfmbK4dl,2jLE4BoXHriQ96JagEtiDP,53sIBaVjXQhfH89Vu6nEGh","Party Rock Anthem","Sorry For Party Rocking","LMFAO,Lauren Bennett,GoonRock",2011-01-01,262146,75,spotify:user:,2020-06-16T11:24:49Z,"dance pop,pop rap,deep dance pop",0.751,0.736,5,-4.168,0,0.156,0.0206,0,0.265,0.352,130.014,4
1mXuMM6zjPgjL4asbBsgnt,"6jJ0s89eD6GaHleKKya26X","Firework","Teenage Dream","Katy Perry",2010-08-24,227893,74,spotify:user:,2020-06-16T11:24:49Z,"dance pop,pop,post-teen pop",0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,4
4lLtanYk6tkMvooU0tWzG8,"0du5cEVh5yTK9QJze8zA0C","Grenade","Doo-Wops & Hooligans","Bruno Mars",2010-10-05,222091,81,spotify:user:,2020-06-16T11:24:49Z,"dance pop,pop",0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
0GO8y8jQk1PkHzS31d699N,"3kVUvbeRdcrqQ3oHk5hPdx","Tongue Tied","Never Trust a Happy Song","Grouplove",2011-09-02,218013,82,spotify:user:,2020-06-16T11:24:49Z,"indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4
2z4U9d5OAA4YLNXoCgioxo,"0p4nmQO2msCgU4IF37Wi3j","What the Hell","Goodbye Lullaby (Expanded Edition)","Avril Lavigne",2011-03-08,220706,77,spotify:user:,2020-06-16T11:24:49Z,"canadian pop,candy pop,dance pop,pop,post-teen pop",0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4
0JXXNGljqupsJaZsgSbMZV,"360IAlyVv4PCEVjgyMZrxK","Sure Thing","All I Want Is You","Miguel",2010-11-26,195373,82,spotify:user:,2020-06-16T11:24:49Z,"dance pop,hip hop,pop,r&b,urban contemporary",0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4
6GyFP1nfCDB8lbD2bG0Hq9,"63MQldklfxkjYDoUE4Tppz","Midnight City","Hurry up, We're Dreaming","M83",2011-10-17,243960,78,spotify:user:,2020-06-16T11:24:49Z,"french shoegaze,french synthpop,indietronica,metropopolis,neo-synthpop",0.507,0.729,11,-5.399,0,0.0393,0.0182,0.0000014,0.0658,0.272,105.013,4
3ZuiIFm9nRnkRz8AZAekjJ,"698hF4vcwHwPy8ltmXermq,4we5S2VLjgY9KzIzApL1KI,5JOIrGvup0vD5VjodB62Ui","Rocketeer","Free Wired","Far East Movement,Ryan Tedder,Ruff Loaderz",2010-01-01,211253,64,spotify:user:,2020-06-16T11:24:49Z,"asian american hip hop,dance pop,edm,pop rap",0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,4
3pYDZTJM2tVBUhIRifWVzI,"6LqNN22kT3074XbTVUrhzX","Blow","Cannibal (Expanded Edition)","Kesha",2010-11-19,219973,73,spotify:user:,2020-06-16T11:24:49Z,"dance pop,electropop,pop,post-teen pop",0.753,0.729,11,-3.862,0,0.0392,0.00334,0.0000566,0.073,0.812,120.013,4
2jSwKQBouf0brIcxGfA9CZ,"0hCNtLu0JehylgoiP8L4Gh","Super Bass","Pink Friday","Nicki Minaj",2010-01-01,200013,1,spotify:user:,2020-06-16T11:24:49Z,"dance pop,hip pop,pop,pop rap,queens hip hop",0.72,0.861,11,-4.339,1,0.209,0.269,0.00000511,0.601,0.669,126.991,4
